canonical,forms,pos,doc_freq,mean_surprisal,examples,meaning,kind
кольт,кольт,сущ.,1,12.18038323521614,Супер точный меткий кольт,,ru_dict
кольцо,кольцом,сущ.,1,11.065463066101074,Нижняя с кольцом уже со стажем 😢 панели,,ru_dict
ком,комом,местоим.,1,11.749382019042969,Напишите под моим комом кринж,,ru_dict
концепция,концепция,сущ.,1,12.595396995544434,"За смелость плюс, но концепция мертворожденная",,ru_dict
конус,конусом,сущ.,1,12.764355659484863,Они когда в пвз играли походу младший увидел зомби с конусом,,ru_dict
контры,контры,сущ.,1,15.239152908325195,Вообще не знаю как он выбирает кто кого если лирири лярила всех в соло выносит ему контры нет,,ru_dict
кил,кил,сущ.,1,11.871208190917969,Кибер спортивно настилил на ультра кил,,ru_dict
колбаса,колбаса,сущ.,1,12.460749626159668,На такую сумму     колбаса  это страшно кушать ||| Колбаса-дофаминщица в поисках ярких эмоций,,ru_dict
колено,колено,сущ.,1,12.870782852172852,Левел невозможно мое колено:,,ru_dict
компиляция,компиляцию,сущ.,1,20.286744117736816,я помню вчера я положил все свои секретки и я получил лос компиляцию был шанс на него 22 %,,ru_dict
комплект,комплект,сущ.,1,12.154153823852539,Так тебе комплект отправили а не адин,,ru_dict
комплимент,комплименты,сущ.,1,12.320476412773132,"​@Оксана-у7ш2дна самом деле на видео приятная еще, подарки дарит комплименты делает, в реальности такие девушек за соперниц считают",,ru_dict
компот,компот,сущ.,1,13.53437614440918,Здорово Я компот которая снимает ролики тоже😊,,ru_dict
комфорка,комфорку,сущ.,1,19.3283429145813,"Не переживайте , скорее всего зажгли комфорку и не включили газ, кот скорее не схорит а задахнётся",,ru_dict
комфортный,комфортные,прил.,1,16.700355760753155,блиин такие люди очень комфортные)))),,ru_dict
конкретно,конкретно,нареч.,1,12.727864265441895,"Это не пикми. Немного, точнее конкретно путаете понятие",,ru_dict
конкретный,конкретный,прил.,1,17.115297317504883,Кадр конечно ты конкретный),,ru_dict
конкурентка,конкурентка,сущ.,1,11.78979378938675,Конкурентка Ани Тейлор растет,,ru_dict
константин,константин,сущ.,1,11.940751075744629,А Константин забыли?,,ru_dict
контекст,контекст,сущ.,1,9.317902565002441,"Контекст такой, зумеру выдали пикми палку",,ru_dict
контролироваться,контролируется,глаг.,1,10.345702707767487,​@Кайф228какие правила? Тут перечисленно что сервер контролируется администратором и дефами,,ru_dict
контрольный,контрольная,прил.,1,13.931665897369385,Мои мысли когда контрольная,,ru_dict
комбат,комбат,сущ.,1,16.029701232910156,Хамстер комбат,,ru_dict
комбинированный,комбинированный,прил.,1,15.208694338798523,Там еще комбинированный удар есть,,ru_dict
какао,какао,сущ.,1,10.226207256317139,Сама кринж к чао какао,,ru_dict
какашка,какашка,сущ.,1,15.604366064071655,Кто писал пикми ктот пикии вода не пикми кто какашка,,ru_dict
како,како,сущ.,1,13.28400182723999,Не како фанта а бом бом еналининь,,ru_dict
greenfield,greenfield,сущ.,1,18.89833974838257,Tess так то дороже Greenfield будет 😂,что-то более дорогое или качественное по сравнению с Tess,lat
каловый,каловый,прил.,1,21.202186584472656,хз альбом каловый рок сори(,,ru_dict
кальян,кальяны,сущ.,1,19.88071632385254,"Ну вообще вместо это всякие курилки, пыхают только так Кальяны ещё активно.",,ru_dict
